Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Country/Region,City,State/Province,Postal Code,Division,Region,Product ID,Product Name,Sales,Units,Gross Profit,Cost,Factory,Gross_Margin_%,Profit_per_Unit,Cost_per_Unit,Revenue_Contribution_%,Profit_Contribution_%,Month,Month_Name,Quarter,Quadrant
4182,US-2023-160304-CHO-MIL-31000,2025-01-02,2028-06-29,Standard Class,160304,United States,Gaithersburg,Maryland,20877,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,Wicked Choccy's,64.92307692307693,2.11,1.14,0.0116310377164133,0.0114484412305211,1,Jan,1,STAR
4183,US-2023-160304-OTH-GUM-21000,2025-01-02,2028-06-29,Standard Class,160304,United States,Gaithersburg,Maryland,20877,Other,Atlantic,OTH-GUM-21000,Wonka Gum,2.5,2,1.3,1.2,Secret Factory,52.0,0.65,0.6,0.0029823173631829,0.0023511806634561,1,Jan,1,VOLUME TRAP
4184,US-2023-105207-CHO-SCR-58000,2025-01-03,2028-06-30,Standard Class,105207,United States,Broken Arrow,Oklahoma,74012,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,25.2,7,17.5,7.7,Lot's O' Nuts,69.44444444444444,2.5,1.1,0.0300617590208837,0.0316505089311406,1,Jan,1,STAR
4185,US-2023-105207-CHO-TRI-54000,2025-01-03,2028-06-30,Standard Class,105207,United States,Broken Arrow,Oklahoma,74012,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,Wicked Choccy's,65.33333333333334,2.45,1.3,0.0089469520895487,0.0088621425007193,1,Jan,1,STAR
4186,US-2023-125206-CHO-SCR-58000,2025-01-03,2028-06-27,First Class,125206,United States,Los Angeles,California,90045,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,Lot's O' Nuts,69.44444444444444,2.5,1.1,0.0085890740059667,0.0090430025517544,1,Jan,1,STAR
4187,US-2023-116365-CHO-NUT-13000,2025-01-03,2028-06-30,Standard Class,116365,United States,San Antonio,Texas,78207,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,Lot's O' Nuts,71.34670487106017,2.49,1.0,0.0083266300780066,0.0090068305415474,1,Jan,1,STAR
4188,US-2023-116365-CHO-NUT-13000,2025-01-03,2028-06-30,Standard Class,116365,United States,San Antonio,Texas,78207,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,Lot's O' Nuts,71.34670487106017,2.49,1.0,0.01248994511701,0.0135102458123211,1,Jan,1,STAR
4189,US-2023-116365-CHO-TRI-54000,2025-01-03,2028-06-30,Standard Class,116365,United States,San Antonio,Texas,78207,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,18.75,5,12.25,6.5,Wicked Choccy's,65.33333333333333,2.45,1.3,0.0223673802238718,0.0221553562517984,1,Jan,1,STAR
4190,US-2023-158211-CHO-TRI-54000,2025-01-04,2028-06-30,Standard Class,158211,United States,Philadelphia,Pennsylvania,19143,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,3.75,1,2.45,1.3,Wicked Choccy's,65.33333333333334,2.45,1.3,0.0044734760447743,0.0044310712503596,1,Jan,1,STAR
4191,US-2023-158211-CHO-NUT-13000,2025-01-04,2028-06-30,Standard Class,158211,United States,Philadelphia,Pennsylvania,19143,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,20.94,6,14.94,6.0,Lot's O' Nuts,71.34670487106017,2.49,1.0,0.02497989023402,0.0270204916246423,1,Jan,1,STAR
4192,US-2023-164630-CHO-MIL-31000,2025-01-04,2028-07-01,Standard Class,164630,United States,Charlotte,North Carolina,28205,Chocolate,Gulf,CHO-MIL-31000,Wonka Bar - Milk Chocolate,13.0,4,8.44,4.56,Wicked Choccy's,64.92307692307692,2.11,1.14,0.0155080502885511,0.0152645883073615,1,Jan,1,STAR
4193,US-2023-134474-OTH-GUM-21000,2025-01-05,2028-06-29,Second Class,134474,United States,Jacksonville,Florida,32216,Other,Gulf,OTH-GUM-21000,Wonka Gum,2.5,2,1.3,1.2,Secret Factory,52.0,0.65,0.6,0.0029823173631829,0.0023511806634561,1,Jan,1,VOLUME TRAP
4194,US-2023-134474-CHO-SCR-58000,2025-01-05,2028-06-29,Second Class,134474,United States,Jacksonville,Florida,32216,Chocolate,Gulf,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,21.6,6,15.0,6.6,Lot's O' Nuts,69.44444444444444,2.5,1.1,0.0257672220179003,0.0271290076552633,1,Jan,1,STAR
4195,US-2023-134474-CHO-SCR-58000,2025-01-05,2028-06-29,Second Class,134474,United States,Jacksonville,Florida,32216,Chocolate,Gulf,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,Lot's O' Nuts,69.44444444444444,2.5,1.1,0.0085890740059667,0.0090430025517544,1,Jan,1,STAR
4196,US-2023-158806-CHO-NUT-13000,2025-01-07,2028-07-03,Standard Class,158806,United States,Amarillo,Texas,79109,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,Lot's O' Nuts,71.34670487106017,2.49,1.0,0.01248994511701,0.0135102458123211,1,Jan,1,STAR
4197,US-2023-101938-CHO-MIL-31000,2025-01-07,2028-07-04,Standard Class,101938,United States,Oakland,California,94601,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,3.25,1,2.11,1.14,Wicked Choccy's,64.92307692307692,2.11,1.14,0.0038770125721377,0.0038161470768403,1,Jan,1,STAR
4198,US-2023-158806-CHO-FUD-51000,2025-01-07,2028-07-03,Standard Class,158806,United States,Amarillo,Texas,79109,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,18.0,5,12.0,6.0,Lot's O' Nuts,66.66666666666666,2.4,1.2,0.0214726850149169,0.0217032061242107,1,Jan,1,STAR
4199,US-2023-100461-CHO-TRI-54000,2025-01-08,2028-07-04,Standard Class,100461,United States,Franklin,Wisconsin,53132,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,22.5,6,14.7,7.8,Wicked Choccy's,65.33333333333333,2.4499999999999997,1.3,0.0268408562686461,0.0265864275021581,1,Jan,1,STAR
4200,US-2023-137295-CHO-SCR-58000,2025-01-08,2028-07-05,Standard Class,137295,United States,Raleigh,North Carolina,27604,Chocolate,Gulf,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,Lot's O' Nuts,69.44444444444444,2.5,1.1,0.0128836110089501,0.0135645038276316,1,Jan,1,STAR
4201,US-2023-100461-CHO-MIL-31000,2025-01-08,2028-07-04,Standard Class,100461,United States,Franklin,Wisconsin,53132,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,22.75,7,14.77,7.98,Wicked Choccy's,64.92307692307692,2.11,1.14,0.0271390880049644,0.0267130295378826,1,Jan,1,STAR
4202,US-2023-137295-CHO-NUT-13000,2025-01-08,2028-07-05,Standard Class,137295,United States,Raleigh,North Carolina,27604,Chocolate,Gulf,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,24.43,7,17.43,7.0,Lot's O' Nuts,71.34670487106017,2.49,1.0,0.0291432052730234,0.031523906895416,1,Jan,1,STAR
4203,US-2023-137295-CHO-FUD-51000,2025-01-08,2028-07-05,Standard Class,137295,United States,Raleigh,North Carolina,27604,Chocolate,Gulf,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,Lot's O' Nuts,66.66666666666666,2.4,1.2,0.0085890740059667,0.0086812824496842,1,Jan,1,STAR
4204,US-2023-126543-CHO-MIL-31000,2025-01-09,2028-07-05,Second Class,126543,United States,Toledo,Ohio,43615,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,Wicked Choccy's,64.92307692307692,2.11,1.14,0.0077540251442755,0.0076322941536807,1,Jan,1,STAR
4205,US-2023-108882-CHO-NUT-13000,2025-01-09,2028-07-07,Standard Class,108882,United States,Fresno,California,93727,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,17.45,5,12.45,5.0,Lot's O' Nuts,71.34670487106017,2.49,1.0,0.0208165751950167,0.0225170763538686,1,Jan,1,STAR
4206,US-2023-108882-CHO-MIL-31000,2025-01-09,2028-07-07,Standard Class,108882,United States,Fresno,California,93727,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,29.25,9,18.99,10.26,Wicked Choccy's,64.92307692307692,2.11,1.14,0.03489311314924,0.0343453236915634,1,Jan,1,STAR
4207,US-2023-163937-CHO-MIL-31000,2025-01-10,2028-07-05,Second Class,163937,United States,Longview,Washington,98632,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,16.25,5,10.55,5.7,Wicked Choccy's,64.92307692307693,2.1100000000000003,1.14,0.0193850628606889,0.0190807353842019,1,Jan,1,STAR
4208,US-2023-116547-CHO-SCR-58000,2025-01-10,2028-07-09,Standard Class,116547,United States,Seattle,Washington,98115,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,14.4,4,10.0,4.4,Lot's O' Nuts,69.44444444444444,2.5,1.1,0.0171781480119335,0.0180860051035089,1,Jan,1,STAR
4209,US-2023-116547-CHO-SCR-58000,2025-01-10,2028-07-09,Standard Class,116547,United States,Seattle,Washington,98115,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,Lot's O' Nuts,69.44444444444444,2.5,1.1,0.0085890740059667,0.0090430025517544,1,Jan,1,STAR
4210,US-2023-141887-CHO-FUD-51000,2025-01-11,2028-07-07,Standard Class,141887,United States,Columbus,Ohio,43229,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,50.4,14,33.6,16.8,Lot's O' Nuts,66.66666666666667,2.4,1.2,0.0601235180417674,0.0607689771477899,1,Jan,1,STAR
